gene_name	louvCluster	DEtest_unadjP.05_forCluster	Nsigmodels_forCluster
AMFR	X2	E4_noAncestry_wRin	1
RPH3A	X2	E4_noAncestry_wRin	1
PBX3	X2	E4_noAncestry_wRin	1
NET1	X2	E4_noAncestry_wRin	3
MTRNR2L12	X2	E4_wAncestry_noRin	4
RPS26	X2	E4_wAncestry_noRin	4
MTRNR2L6	X2	E4_wAncestry_noRin	4
SPP1	X2	E4_wAncestry_noRin	2
SUN2	X2	E4_wAncestry_noRin	4
RPL34	X2	E4_wAncestry_noRin	2
RPS23	X2	E4_wAncestry_noRin	2
C1QTNF4	X2	E4_wAncestry_noRin	4
EDIL3	X2	E4_wAncestry_noRin	2
LSS	X2	E4_wAncestry_noRin	4
CNP	X2	E4_wAncestry_noRin	2
MT1E	X2	E4_wAncestry_noRin	4
TUBB4A	X2	E4_wAncestry_noRin	2
SYP	X2	E4_wAncestry_noRin	2
MAG	X2	E4_wAncestry_noRin	2
H3F3A	X2	E4_wAncestry_noRin	4
DYNLL2	X2	E4_wAncestry_noRin	2
C3	X2	E4_wAncestry_noRin	4
AKAP6	X2	E4_wAncestry_noRin	4
CNDP1	X2	E4_wAncestry_noRin	1
RPS24	X2	E4_wAncestry_noRin	2
RPS28	X2	E4_wAncestry_noRin	2
CD74	X2	E4_wAncestry_noRin	4
SLC7A14	X2	E4_wAncestry_noRin	4
TRPM3	X2	E4_wAncestry_noRin	2
ID1	X2	E4_wAncestry_noRin	4
FLYWCH1	X2	E4_wAncestry_noRin	4
SLC38A2	X2	E4_wAncestry_noRin	2
RPL10A	X2	E4_wAncestry_noRin	2
PRKAR1A	X2	E4_wAncestry_noRin	2
BCAS2	X2	E4_wAncestry_noRin	2
TMBIM6	X2	E4_wAncestry_noRin	3
CNTN2	X2	E4_wAncestry_noRin	2
SLC48A1	X2	E4_wAncestry_noRin	4
MT1X	X2	E4_wAncestry_noRin	2
TTC37	X2	E4_wAncestry_noRin	4
MBNL2	X2	E4_wAncestry_noRin	2
STMN4	X2	E4_wAncestry_noRin	2
DDX17	X2	E4_wAncestry_noRin	4
RPL14	X2	E4_wAncestry_noRin	1
HSPE1	X2	E4_wAncestry_noRin	4
LNPEP	X2	E4_wAncestry_noRin	2
RPLP1	X2	E4_wAncestry_noRin	2
RPL18	X2	E4_wAncestry_noRin	2
CLDN11	X2	E4_wAncestry_noRin	2
SRP14	X2	E4_wAncestry_noRin	4
RAB1A	X2	E4_wAncestry_noRin	4
TMSB10	X2	E4_wAncestry_noRin	2
MT-ND5	X2	E4_wAncestry_noRin	1
ID2	X2	E4_wAncestry_noRin	4
ENC1	X2	E4_wAncestry_noRin	4
ATOX1	X2	E4_wAncestry_noRin	2
NDUFA1	X2	E4_wAncestry_noRin	4
NUCB1	X2	E4_wAncestry_noRin	4
HMGN2	X2	E4_wAncestry_noRin	4
C1orf122	X2	E4_wAncestry_noRin	2
MAP1LC3A	X2	E4_wAncestry_noRin	4
LAMP2	X2	E4_wAncestry_noRin	1
HNRNPA3	X2	E4_wAncestry_noRin	2
COX6B1	X2	E4_wAncestry_noRin	2
PIN1	X2	E4_wAncestry_noRin	4
ABHD12	X2	E4_wAncestry_noRin	2
MAPRE3	X2	E4_wAncestry_noRin	2
NFIC	X2	E4_wAncestry_noRin	4
GLTP	X2	E4_wAncestry_noRin	2
SYPL1	X2	E4_wAncestry_noRin	4
BIN1	X2	E4_wAncestry_noRin	1
FSCN1	X2	E4_wAncestry_noRin	2
OGDH	X2	E4_wAncestry_noRin	4
AIF1L	X2	E4_wAncestry_noRin	3
ATP6V1C1	X2	E4_wAncestry_noRin	4
STAG2	X2	E4_wAncestry_noRin	2
RNF157	X2	E4_wAncestry_noRin	2
CARNS1	X2	E4_wAncestry_noRin	1
DOK6	X2	E4_wAncestry_noRin	4
HSPA2	X2	E4_wAncestry_noRin	2
FGF13	X2	E4_wAncestry_noRin	3
AC107398.3	X2	E4_wAncestry_noRin	4
FXR1	X2	E4_wAncestry_noRin	2
LDOC1	X2	E4_wAncestry_noRin	2
C12orf49	X2	E4_wAncestry_noRin	2
PPP2R5E	X2	E4_wAncestry_noRin	4
ALDH9A1	X2	E4_wAncestry_noRin	2
RFPL1S	X2	E4_wAncestry_noRin	4
LIMK1	X2	E4_wAncestry_noRin	4
AL035078.1	X2	E4_wAncestry_noRin	2
MRPL4	X2	E4_wAncestry_noRin	2
RGMB	X2	E4_wAncestry_noRin	3
LGI3	X2	E4_wAncestry_noRin	1
NRBP2	X2	E4_wAncestry_noRin	2
ELOVL1	X2	E4_wAncestry_noRin	1
CTDNEP1	X2	E4_wAncestry_noRin	4
TOMM22	X2	E4_wAncestry_noRin	1
RAPGEF5	X2	E4_wAncestry_noRin	1
NET1	X2	E4_wAncestry_noRin	3
RPS26	X2	E4_wAncestry_wRin	4
MTRNR2L12	X2	E4_wAncestry_wRin	4
MTRNR2L6	X2	E4_wAncestry_wRin	4
SUN2	X2	E4_wAncestry_wRin	4
SPP1	X2	E4_wAncestry_wRin	2
FLYWCH1	X2	E4_wAncestry_wRin	4
LSS	X2	E4_wAncestry_wRin	4
AKAP6	X2	E4_wAncestry_wRin	4
RPL34	X2	E4_wAncestry_wRin	2
C1QTNF4	X2	E4_wAncestry_wRin	4
ID1	X2	E4_wAncestry_wRin	4
H3F3A	X2	E4_wAncestry_wRin	4
SLC7A14	X2	E4_wAncestry_wRin	4
MT1E	X2	E4_wAncestry_wRin	4
TRPM3	X2	E4_wAncestry_wRin	2
SYP	X2	E4_wAncestry_wRin	2
EDIL3	X2	E4_wAncestry_wRin	2
RPS23	X2	E4_wAncestry_wRin	2
BCAS2	X2	E4_wAncestry_wRin	2
TTC37	X2	E4_wAncestry_wRin	4
DDX17	X2	E4_wAncestry_wRin	4
C3	X2	E4_wAncestry_wRin	4
PRKAR1A	X2	E4_wAncestry_wRin	2
HSPE1	X2	E4_wAncestry_wRin	4
ID2	X2	E4_wAncestry_wRin	4
STMN4	X2	E4_wAncestry_wRin	2
PPP2R5E	X2	E4_wAncestry_wRin	4
NUCB1	X2	E4_wAncestry_wRin	4
STAG2	X2	E4_wAncestry_wRin	2
TUBB4A	X2	E4_wAncestry_wRin	2
LNPEP	X2	E4_wAncestry_wRin	2
CNP	X2	E4_wAncestry_wRin	2
MBNL2	X2	E4_wAncestry_wRin	2
ALDH9A1	X2	E4_wAncestry_wRin	2
HSPA2	X2	E4_wAncestry_wRin	2
SLC38A2	X2	E4_wAncestry_wRin	2
MT1X	X2	E4_wAncestry_wRin	2
RPS28	X2	E4_wAncestry_wRin	2
RAB1A	X2	E4_wAncestry_wRin	4
DYNLL2	X2	E4_wAncestry_wRin	2
SRP14	X2	E4_wAncestry_wRin	4
ABHD12	X2	E4_wAncestry_wRin	2
RPS24	X2	E4_wAncestry_wRin	2
RPL18	X2	E4_wAncestry_wRin	2
FXR1	X2	E4_wAncestry_wRin	2
TMSB10	X2	E4_wAncestry_wRin	2
APOC1	X2	E4_wAncestry_wRin	3
C1orf122	X2	E4_wAncestry_wRin	2
LDOC1	X2	E4_wAncestry_wRin	2
SLC48A1	X2	E4_wAncestry_wRin	4
MAG	X2	E4_wAncestry_wRin	2
SCD	X2	E4_wAncestry_wRin	2
KIDINS220	X2	E4_wAncestry_wRin	3
PIN1	X2	E4_wAncestry_wRin	4
PAK3	X2	E4_wAncestry_wRin	1
HMGN2	X2	E4_wAncestry_wRin	4
ATOX1	X2	E4_wAncestry_wRin	2
OGDH	X2	E4_wAncestry_wRin	4
POLR2J	X2	E4_wAncestry_wRin	1
MTRNR2L1	X2	E4_wAncestry_wRin	1
MORF4L2	X2	E4_wAncestry_wRin	1
COX6B1	X2	E4_wAncestry_wRin	2
RGMB	X2	E4_wAncestry_wRin	3
MAP1LC3A	X2	E4_wAncestry_wRin	4
CIR1	X2	E4_wAncestry_wRin	1
YPEL3	X2	E4_wAncestry_wRin	2
JPH3	X2	E4_wAncestry_wRin	2
NINJ1	X2	E4_wAncestry_wRin	2
RNF157	X2	E4_wAncestry_wRin	2
MAPRE3	X2	E4_wAncestry_wRin	2
SYPL1	X2	E4_wAncestry_wRin	4
DNAJA4	X2	E4_wAncestry_wRin	3
TMBIM6	X2	E4_wAncestry_wRin	3
RWDD1	X2	E4_wAncestry_wRin	2
HNRNPH2	X2	E4_wAncestry_wRin	2
CIPC	X2	E4_wAncestry_wRin	1
CD74	X2	E4_wAncestry_wRin	4
NDUFA1	X2	E4_wAncestry_wRin	4
HNRNPA3	X2	E4_wAncestry_wRin	2
MRPL55	X2	E4_wAncestry_wRin	3
TRIL	X2	E4_wAncestry_wRin	2
ATP6V1C1	X2	E4_wAncestry_wRin	4
RFPL1S	X2	E4_wAncestry_wRin	4
LIMK1	X2	E4_wAncestry_wRin	4
RNF187	X2	E4_wAncestry_wRin	2
MAP7D1	X2	E4_wAncestry_wRin	1
DDX1	X2	E4_wAncestry_wRin	3
ATP5ME	X2	E4_wAncestry_wRin	1
RPLP1	X2	E4_wAncestry_wRin	2
CCDC136	X2	E4_wAncestry_wRin	2
TSPAN5	X2	E4_wAncestry_wRin	3
STK25	X2	E4_wAncestry_wRin	2
TPM4	X2	E4_wAncestry_wRin	1
GNB5	X2	E4_wAncestry_wRin	1
GNAI2	X2	E4_wAncestry_wRin	1
ATP9A	X2	E4_wAncestry_wRin	1
AC107398.3	X2	E4_wAncestry_wRin	4
CLDN11	X2	E4_wAncestry_wRin	2
PLPP3	X2	E4_wAncestry_wRin	1
CNTN2	X2	E4_wAncestry_wRin	2
HSPA4	X2	E4_wAncestry_wRin	1
SACM1L	X2	E4_wAncestry_wRin	3
BHLHE41	X2	E4_wAncestry_wRin	1
BTBD3	X2	E4_wAncestry_wRin	1
AL035078.1	X2	E4_wAncestry_wRin	2
RPL10A	X2	E4_wAncestry_wRin	2
MRPL4	X2	E4_wAncestry_wRin	2
NFIC	X2	E4_wAncestry_wRin	4
CTDNEP1	X2	E4_wAncestry_wRin	4
FSCN1	X2	E4_wAncestry_wRin	2
NET1	X2	E4_wAncestry_wRin	3
HOOK3	X2	E4_wAncestry_wRin	1
SMARCA4	X2	E4_wAncestry_wRin	1
PET100	X2	E4_wAncestry_wRin	3
NRBP2	X2	E4_wAncestry_wRin	2
PCSK2	X2	E4_wAncestry_wRin	3
ENC1	X2	E4_wAncestry_wRin	4
GNA12	X2	E4_wAncestry_wRin	1
TCF25	X2	E4_wAncestry_wRin	1
MRAS	X2	E4_wAncestry_wRin	1
C12orf49	X2	E4_wAncestry_wRin	2
SELENOK	X2	E4_wAncestry_wRin	1
CAMK2N2	X2	E4_wAncestry_wRin	1
TM7SF2	X2	E4_wAncestry_wRin	2
CTTN	X2	E4_wAncestry_wRin	2
HEXIM1	X2	E4_wAncestry_wRin	1
TMED2	X2	E4_wAncestry_wRin	1
DOK6	X2	E4_wAncestry_wRin	4
FBXL5	X2	E4_wAncestry_wRin	1
USP33	X2	E4_wAncestry_wRin	3
PAAF1	X2	E4_wAncestry_wRin	2
MAST3	X2	E4_wAncestry_wRin	2
TEX2	X2	E4_wAncestry_wRin	1
GLYR1	X2	E4_wAncestry_wRin	1
ESD	X2	E4_wAncestry_wRin	2
FTO	X2	E4_wAncestry_wRin	1
PSMD3	X2	E4_wAncestry_wRin	1
CFDP1	X2	E4_wAncestry_wRin	1
IMP4	X2	E4_wAncestry_wRin	2
CTNNA2	X2	E4_wAncestry_wRin	1
RNF213	X2	E4_wAncestry_wRin	3
CX3CR1	X4	E4_noAncestry_noRin	4
CCN1	X4	E4_noAncestry_noRin	4
RAB3B	X4	E4_noAncestry_noRin	4
MORN2	X4	E4_noAncestry_noRin	4
TFRC	X4	E4_noAncestry_noRin	4
PPFIA3	X4	E4_noAncestry_noRin	4
BRSK2	X4	E4_noAncestry_noRin	4
IFT46	X4	E4_noAncestry_noRin	4
EGFL7	X4	E4_noAncestry_noRin	4
CFAP43	X4	E4_noAncestry_noRin	4
KIF21A	X4	E4_noAncestry_noRin	4
CCDC146	X4	E4_noAncestry_noRin	4
MTRNR2L12	X4	E4_noAncestry_noRin	4
MAF	X4	E4_noAncestry_noRin	4
MPDZ	X4	E4_noAncestry_noRin	4
DIRAS3	X4	E4_noAncestry_noRin	4
MTRNR2L3	X4	E4_noAncestry_noRin	4
IQCG	X4	E4_noAncestry_noRin	4
PAK3	X4	E4_noAncestry_noRin	4
EFEMP1	X4	E4_noAncestry_noRin	4
CHD5	X4	E4_noAncestry_noRin	4
CACNG8	X4	E4_noAncestry_noRin	4
CRIP1	X4	E4_noAncestry_noRin	4
LINC00844	X4	E4_noAncestry_noRin	4
HIBCH	X4	E4_noAncestry_noRin	4
GRIN2A	X4	E4_noAncestry_noRin	4
SCN3A	X4	E4_noAncestry_noRin	4
CDIP1	X4	E4_noAncestry_noRin	4
TCP1	X4	E4_noAncestry_noRin	4
UPF3B	X4	E4_noAncestry_noRin	4
SEMA6B	X4	E4_noAncestry_noRin	4
EFHC1	X4	E4_noAncestry_noRin	4
HSPA1A	X4	E4_noAncestry_noRin	4
SMIM10L2B	X4	E4_noAncestry_noRin	4
AUXG01000058.1	X4	E4_noAncestry_noRin	4
SCN2A	X4	E4_noAncestry_noRin	4
PGM1	X4	E4_noAncestry_noRin	4
HLA-DRB1	X4	E4_noAncestry_noRin	4
SHOC2	X4	E4_noAncestry_noRin	4
KCNJ16	X4	E4_noAncestry_noRin	4
CELF5	X4	E4_noAncestry_noRin	4
COL18A1	X4	E4_noAncestry_noRin	4
PRDX4	X4	E4_noAncestry_noRin	4
SLC47A2	X4	E4_noAncestry_noRin	4
HSPA1B	X4	E4_noAncestry_noRin	4
CRLF1	X4	E4_noAncestry_noRin	4
PDIA4	X4	E4_noAncestry_noRin	4
MTRNR2L6	X4	E4_noAncestry_noRin	4
C9orf24	X4	E4_noAncestry_noRin	4
PRDX6	X4	E4_noAncestry_noRin	4
NRXN2	X4	E4_noAncestry_noRin	4
ANXA1	X4	E4_noAncestry_noRin	4
PCDH19	X4	E4_noAncestry_noRin	4
LRRIQ1	X4	E4_noAncestry_noRin	4
DNAJA1	X4	E4_noAncestry_noRin	4
RFTN2	X4	E4_noAncestry_noRin	4
CCT4	X4	E4_noAncestry_noRin	4
MEG3	X4	E4_noAncestry_noRin	4
PNMA6F	X4	E4_noAncestry_noRin	4
TCFL5	X4	E4_noAncestry_noRin	4
KIF1A	X4	E4_noAncestry_noRin	4
TSC22D3	X4	E4_noAncestry_noRin	4
TAB2	X4	E4_noAncestry_noRin	4
AK6	X4	E4_noAncestry_noRin	4
TYROBP	X4	E4_noAncestry_noRin	4
FOXJ1	X4	E4_noAncestry_noRin	4
NNAT	X4	E4_noAncestry_noRin	4
ELAVL3	X4	E4_noAncestry_noRin	4
TMEM123	X4	E4_noAncestry_noRin	4
PLXDC2	X4	E4_noAncestry_noRin	4
CFAP157	X4	E4_noAncestry_noRin	4
XIAP	X4	E4_noAncestry_noRin	4
CLDN5	X4	E4_noAncestry_noRin	4
SYT4	X4	E4_noAncestry_noRin	4
PPP4R3B	X4	E4_noAncestry_noRin	4
JUN	X4	E4_noAncestry_noRin	4
DNAAF1	X4	E4_noAncestry_noRin	4
GGT5	X4	E4_noAncestry_noRin	4
ANKRD52	X4	E4_noAncestry_noRin	4
HLA-DPA1	X4	E4_noAncestry_noRin	4
APOC1	X4	E4_noAncestry_noRin	4
CAT	X4	E4_noAncestry_noRin	4
HBA2	X4	E4_noAncestry_noRin	4
MIR4458HG	X4	E4_noAncestry_noRin	4
SIGMAR1	X4	E4_noAncestry_noRin	4
MTRNR2L10	X4	E4_noAncestry_noRin	4
SLC7A11	X4	E4_noAncestry_noRin	4
SLC1A3	X4	E4_noAncestry_noRin	4
CALR	X4	E4_noAncestry_noRin	4
DUSP26	X4	E4_noAncestry_noRin	4
COLGALT2	X4	E4_noAncestry_noRin	3
NEK11	X4	E4_noAncestry_noRin	4
GABRG1	X4	E4_noAncestry_noRin	4
B3GAT3	X4	E4_noAncestry_noRin	4
SYNPR	X4	E4_noAncestry_noRin	4
PRRT2	X4	E4_noAncestry_noRin	4
FAM183A	X4	E4_noAncestry_noRin	4
DNAJC7	X4	E4_noAncestry_noRin	4
QSOX1	X4	E4_noAncestry_noRin	4
MLLT1	X4	E4_noAncestry_noRin	4
G6PD	X4	E4_noAncestry_noRin	4
SSTR2	X4	E4_noAncestry_noRin	4
RSRP1	X4	E4_noAncestry_noRin	4
WDR82	X4	E4_noAncestry_noRin	4
DISP2	X4	E4_noAncestry_noRin	4
TMEM231	X4	E4_noAncestry_noRin	4
BGN	X4	E4_noAncestry_noRin	4
PCSK1	X4	E4_noAncestry_noRin	4
AC007325.4	X4	E4_noAncestry_noRin	4
ZMYND10	X4	E4_noAncestry_noRin	4
TNS3	X4	E4_noAncestry_noRin	4
CIPC	X4	E4_noAncestry_noRin	4
FBLL1	X4	E4_noAncestry_noRin	4
TNK2	X4	E4_noAncestry_noRin	4
CBX6	X4	E4_noAncestry_noRin	4
HSPE1	X4	E4_noAncestry_noRin	4
CDS1	X4	E4_noAncestry_noRin	4
VIM	X4	E4_noAncestry_noRin	4
CWC15	X4	E4_noAncestry_noRin	4
CD24	X4	E4_noAncestry_noRin	4
TMEM47	X4	E4_noAncestry_noRin	4
CDK5R2	X4	E4_noAncestry_noRin	4
ASB8	X4	E4_noAncestry_noRin	4
CREG1	X4	E4_noAncestry_noRin	4
DLG4	X4	E4_noAncestry_noRin	4
C3	X4	E4_noAncestry_noRin	4
HLA-DRA	X4	E4_noAncestry_noRin	4
CALB2	X4	E4_noAncestry_noRin	4
FLT1	X4	E4_noAncestry_noRin	4
HBB	X4	E4_noAncestry_noRin	4
BCL7C	X4	E4_noAncestry_noRin	4
ITGB5	X4	E4_noAncestry_noRin	4
CRNDE	X4	E4_noAncestry_noRin	4
WWTR1	X4	E4_noAncestry_noRin	4
PLTP	X4	E4_noAncestry_noRin	4
LGI3	X4	E4_noAncestry_noRin	4
C1orf194	X4	E4_noAncestry_noRin	4
SLC2A1	X4	E4_noAncestry_noRin	4
TMEM50B	X4	E4_noAncestry_noRin	4
RAC1	X4	E4_noAncestry_noRin	3
RARRES2	X4	E4_noAncestry_noRin	4
MAPT	X4	E4_noAncestry_noRin	4
STOML1	X4	E4_noAncestry_noRin	4
LYRM4	X4	E4_noAncestry_noRin	4
AHCTF1	X4	E4_noAncestry_noRin	4
KIF3A	X4	E4_noAncestry_noRin	4
SEC11A	X4	E4_noAncestry_noRin	4
IL13RA1	X4	E4_noAncestry_noRin	4
PPP1R1A	X4	E4_noAncestry_noRin	4
ENKUR	X4	E4_noAncestry_noRin	4
RSPH1	X4	E4_noAncestry_noRin	4
HIPK1	X4	E4_noAncestry_noRin	4
CD74	X4	E4_noAncestry_noRin	4
TSPYL2	X4	E4_noAncestry_noRin	4
TOP2B	X4	E4_noAncestry_noRin	4
ZC2HC1A	X4	E4_noAncestry_noRin	3
STMN4	X4	E4_noAncestry_noRin	3
HBA1	X4	E4_noAncestry_noRin	4
DPP10	X4	E4_noAncestry_noRin	4
ANKRD36C	X4	E4_noAncestry_noRin	4
CELF4	X4	E4_noAncestry_noRin	4
RANGAP1	X4	E4_noAncestry_noRin	4
DPYSL5	X4	E4_noAncestry_noRin	4
CASD1	X4	E4_noAncestry_noRin	4
ELAVL4	X4	E4_noAncestry_noRin	4
ZBTB18	X4	E4_noAncestry_noRin	4
LAPTM5	X4	E4_noAncestry_noRin	4
CAPS	X4	E4_noAncestry_noRin	4
TUSC3	X4	E4_noAncestry_noRin	3
TCTEX1D2	X4	E4_noAncestry_noRin	4
ROCK2	X4	E4_noAncestry_noRin	4
TH	X4	E4_noAncestry_noRin	4
YIPF4	X4	E4_noAncestry_noRin	4
DTNB	X4	E4_noAncestry_noRin	4
FLNB	X4	E4_noAncestry_noRin	3
MAP7D2	X4	E4_noAncestry_noRin	4
TEX261	X4	E4_noAncestry_noRin	4
APOLD1	X4	E4_noAncestry_noRin	4
ADCYAP1	X4	E4_noAncestry_noRin	4
TCAF1	X4	E4_noAncestry_noRin	4
ASTN2	X4	E4_noAncestry_noRin	3
MT1X	X4	E4_noAncestry_noRin	4
ZMAT3	X4	E4_noAncestry_noRin	4
MRPS10	X4	E4_noAncestry_noRin	3
IGSF8	X4	E4_noAncestry_noRin	4
ARNT2	X4	E4_noAncestry_noRin	3
OAZ2	X4	E4_noAncestry_noRin	4
TAGLN	X4	E4_noAncestry_noRin	4
SLC9A7	X4	E4_noAncestry_noRin	4
SF1	X4	E4_noAncestry_noRin	4
USP27X	X4	E4_noAncestry_noRin	3
ZFHX3	X4	E4_noAncestry_noRin	3
MAFG	X4	E4_noAncestry_noRin	4
BRD8	X4	E4_noAncestry_noRin	4
SLC7A1	X4	E4_noAncestry_noRin	4
MRPS18C	X4	E4_noAncestry_noRin	4
WASF1	X4	E4_noAncestry_noRin	4
IARS	X4	E4_noAncestry_noRin	4
SEZ6L2	X4	E4_noAncestry_noRin	4
KCNQ1OT1	X4	E4_noAncestry_noRin	3
DYNC1H1	X4	E4_noAncestry_noRin	4
PDIA6	X4	E4_noAncestry_noRin	4
CSF1R	X4	E4_noAncestry_noRin	4
ARFGEF3	X4	E4_noAncestry_noRin	3
IRGQ	X4	E4_noAncestry_noRin	4
MAOB	X4	E4_noAncestry_noRin	4
DHCR24	X4	E4_noAncestry_noRin	4
CYBA	X4	E4_noAncestry_noRin	4
H2AFZ	X4	E4_noAncestry_noRin	3
SRA1	X4	E4_noAncestry_noRin	4
RFPL1S	X4	E4_noAncestry_noRin	4
PHYHIP	X4	E4_noAncestry_noRin	4
TMBIM4	X4	E4_noAncestry_noRin	3
SOX8	X4	E4_noAncestry_noRin	4
AIF1	X4	E4_noAncestry_noRin	3
SEZ6	X4	E4_noAncestry_noRin	4
KIF9	X4	E4_noAncestry_noRin	3
TNS2	X4	E4_noAncestry_noRin	4
RAB12	X4	E4_noAncestry_noRin	4
ZNF148	X4	E4_noAncestry_noRin	3
ZBTB7A	X4	E4_noAncestry_noRin	4
MYL9	X4	E4_noAncestry_noRin	4
TERF2IP	X4	E4_noAncestry_noRin	3
DBH	X4	E4_noAncestry_noRin	4
SNU13	X4	E4_noAncestry_noRin	4
IGFBP7	X4	E4_noAncestry_noRin	4
PENK	X4	E4_noAncestry_noRin	4
CDH18	X4	E4_noAncestry_noRin	4
BTG2	X4	E4_noAncestry_noRin	3
TMEM178A	X4	E4_noAncestry_noRin	4
SBF1	X4	E4_noAncestry_noRin	4
C5orf15	X4	E4_noAncestry_noRin	3
STON2	X4	E4_noAncestry_noRin	4
METTL9	X4	E4_noAncestry_noRin	3
CAB39L	X4	E4_noAncestry_noRin	3
FAM133A	X4	E4_noAncestry_noRin	4
AL031056.1	X4	E4_noAncestry_noRin	4
GJA1	X4	E4_noAncestry_noRin	4
BRD4	X4	E4_noAncestry_noRin	4
DLK1	X4	E4_noAncestry_noRin	4
TMEM176A	X4	E4_noAncestry_noRin	4
EML2	X4	E4_noAncestry_noRin	4
GCAT	X4	E4_noAncestry_noRin	4
TPPP3	X4	E4_noAncestry_noRin	4
CHORDC1	X4	E4_noAncestry_noRin	4
SPTB	X4	E4_noAncestry_noRin	4
CPNE5	X4	E4_noAncestry_noRin	4
PLPPR2	X4	E4_noAncestry_noRin	4
PRPF19	X4	E4_noAncestry_noRin	4
YAP1	X4	E4_noAncestry_noRin	4
ORAI2	X4	E4_noAncestry_noRin	4
SNX19	X4	E4_noAncestry_noRin	4
CHMP1A	X4	E4_noAncestry_noRin	3
PYGB	X4	E4_noAncestry_noRin	4
MTRNR2L8	X4	E4_noAncestry_noRin	1
TMEM255A	X4	E4_noAncestry_noRin	4
PHF14	X4	E4_noAncestry_noRin	4
CMIP	X4	E4_noAncestry_noRin	4
PRMT1	X4	E4_noAncestry_noRin	4
DNALI1	X4	E4_noAncestry_noRin	3
MFSD2A	X4	E4_noAncestry_noRin	4
GPD1L	X4	E4_noAncestry_noRin	4
PEG3	X4	E4_noAncestry_noRin	4
LRP1	X4	E4_noAncestry_noRin	3
XRN2	X4	E4_noAncestry_noRin	4
VWF	X4	E4_noAncestry_noRin	4
C5orf63	X4	E4_noAncestry_noRin	4
HSPA5	X4	E4_noAncestry_noRin	4
BRSK1	X4	E4_noAncestry_noRin	4
RTF1	X4	E4_noAncestry_noRin	3
ARRB1	X4	E4_noAncestry_noRin	4
PPP4R3A	X4	E4_noAncestry_noRin	3
NTRK3	X4	E4_noAncestry_noRin	3
SYVN1	X4	E4_noAncestry_noRin	3
CHMP7	X4	E4_noAncestry_noRin	3
FBXW7	X4	E4_noAncestry_noRin	2
NEGR1	X4	E4_noAncestry_noRin	4
AK1	X4	E4_noAncestry_noRin	4
MED15	X4	E4_noAncestry_noRin	4
PRCP	X4	E4_noAncestry_noRin	3
ATXN7L3	X4	E4_noAncestry_noRin	4
AP2B1	X4	E4_noAncestry_noRin	4
FAM219B	X4	E4_noAncestry_noRin	3
RALYL	X4	E4_noAncestry_noRin	4
SLC41A1	X4	E4_noAncestry_noRin	3
CCDC92	X4	E4_noAncestry_noRin	3
PCBP4	X4	E4_noAncestry_noRin	4
SLC4A3	X4	E4_noAncestry_noRin	3
TMEM35A	X4	E4_noAncestry_noRin	4
ASAP1	X4	E4_noAncestry_noRin	3
RBMS3	X4	E4_noAncestry_noRin	3
SLC15A2	X4	E4_noAncestry_noRin	3
SYNGR3	X4	E4_noAncestry_noRin	4
ZCCHC17	X4	E4_noAncestry_noRin	3
SNX10	X4	E4_noAncestry_noRin	3
DDT	X4	E4_noAncestry_noRin	3
NOC2L	X4	E4_noAncestry_noRin	4
LGALS8	X4	E4_noAncestry_noRin	3
DCTD	X4	E4_noAncestry_noRin	2
TMEM176B	X4	E4_noAncestry_noRin	3
CPNE6	X4	E4_noAncestry_noRin	3
SNX14	X4	E4_noAncestry_noRin	3
RETREG2	X4	E4_noAncestry_noRin	4
GNAS	X4	E4_noAncestry_noRin	2
CA2	X4	E4_noAncestry_noRin	4
VCP	X4	E4_noAncestry_noRin	2
SUPT16H	X4	E4_noAncestry_noRin	3
ITM2B	X4	E4_noAncestry_noRin	4
SAMHD1	X4	E4_noAncestry_noRin	4
RDH11	X4	E4_noAncestry_noRin	2
HEBP2	X4	E4_noAncestry_noRin	4
WASHC1	X4	E4_noAncestry_noRin	4
PDS5B	X4	E4_noAncestry_noRin	3
LMTK3	X4	E4_noAncestry_noRin	3
SEMA5A	X4	E4_noAncestry_noRin	4
SPAG16	X4	E4_noAncestry_noRin	4
SPACA9	X4	E4_noAncestry_noRin	3
MAPK8IP1	X4	E4_noAncestry_noRin	4
NDUFB3	X4	E4_noAncestry_noRin	4
FSTL1	X4	E4_noAncestry_noRin	3
DUSP8	X4	E4_noAncestry_noRin	4
FABP3	X4	E4_noAncestry_noRin	1
KIF5A	X4	E4_noAncestry_noRin	4
C5orf49	X4	E4_noAncestry_noRin	3
TECPR1	X4	E4_noAncestry_noRin	4
MRPS14	X4	E4_noAncestry_noRin	4
SLK	X4	E4_noAncestry_noRin	4
AKR7A2	X4	E4_noAncestry_noRin	3
INTS1	X4	E4_noAncestry_noRin	4
PPP1R12B	X4	E4_noAncestry_noRin	3
KCNK3	X4	E4_noAncestry_noRin	4
BBOX1	X4	E4_noAncestry_noRin	3
SLC17A6	X4	E4_noAncestry_noRin	4
HMGN2	X4	E4_noAncestry_noRin	3
C1QA	X4	E4_noAncestry_noRin	3
MOBP	X4	E4_noAncestry_noRin	4
CCDC173	X4	E4_noAncestry_noRin	4
MRPS36	X4	E4_noAncestry_noRin	3
NELL2	X4	E4_noAncestry_noRin	3
IRAK1	X4	E4_noAncestry_noRin	3
C11orf96	X4	E4_noAncestry_noRin	3
PNCK	X4	E4_noAncestry_noRin	3
LINC01963	X4	E4_noAncestry_noRin	4
